,board_sizes,fitness_function,penalty_function,allowed_plateau_steps,plateau_tolerance,fitness_evals,fitness_values,num_knights,num_covered_squares,solutions,algorithm
10030,4,fitness_space_pso_paper,,200,0.1,30,6,4,15,[0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],StochasticHillclimb
10031,4,fitness_space_pso_paper,,200,0.1,31,5,5,16,[0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0],StochasticHillclimb
10032,4,fitness_space_pso_paper,,200,0.1,32,6,4,15,[0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],StochasticHillclimb
10033,4,fitness_space_pso_paper,,200,0.1,33,5,5,16,[1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],StochasticHillclimb
10034,4,fitness_space_pso_paper,,200,0.1,34,6,4,15,[0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],StochasticHillclimb
10035,4,fitness_space_pso_paper,,200,0.1,35,5,5,16,[0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0],StochasticHillclimb
10036,4,fitness_space_pso_paper,,200,0.1,36,6,4,15,[0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0],StochasticHillclimb
10037,4,fitness_space_pso_paper,,200,0.1,37,5,5,16,[0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0],StochasticHillclimb
10038,4,fitness_space_pso_paper,,200,0.1,38,6,4,15,[0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0],StochasticHillclimb
10039,4,fitness_space_pso_paper,,200,0.1,39,5,5,16,[0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0],StochasticHillclimb
10040,4,fitness_space_pso_paper,,200,0.1,40,6,4,15,[0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0],StochasticHillclimb
10041,4,fitness_space_pso_paper,,200,0.1,41,5,5,16,[0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0],StochasticHillclimb
10042,4,fitness_space_pso_paper,,200,0.1,42,6,4,15,[0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0],StochasticHillclimb
10043,4,fitness_space_pso_paper,,200,0.1,43,5,5,16,[0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0],StochasticHillclimb
10044,4,fitness_space_pso_paper,,200,0.1,44,4,4,16,[0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0],StochasticHillclimb
11000,4,fitness_space_pso_paper,,200,0.1,0,12,3,8,[0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0],StochasticHillclimb
11001,4,fitness_space_pso_paper,,200,0.1,1,12,4,9,[0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0],StochasticHillclimb
11002,4,fitness_space_pso_paper,,200,0.1,2,11,5,11,[0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 1],StochasticHillclimb
11003,4,fitness_space_pso_paper,,200,0.1,3,9,6,14,[0 0 1 1 1 0 0 0 0 0 0 0 1 0 1 1],StochasticHillclimb
11004,4,fitness_space_pso_paper,,200,0.1,4,9,5,13,[0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1],StochasticHillclimb
11005,4,fitness_space_pso_paper,,200,0.1,5,9,6,14,[0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 1],StochasticHillclimb
11006,4,fitness_space_pso_paper,,200,0.1,6,7,7,16,[0 0 1 1 1 0 0 0 0 1 1 0 0 0 1 1],StochasticHillclimb
11007,4,fitness_space_pso_paper,,200,0.1,7,6,6,16,[0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 1],StochasticHillclimb
11008,4,fitness_space_pso_paper,,200,0.1,8,7,5,15,[0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 1],StochasticHillclimb
11009,4,fitness_space_pso_paper,,200,0.1,9,7,4,14,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1],StochasticHillclimb
11010,4,fitness_space_pso_paper,,200,0.1,10,7,5,15,[0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 1],StochasticHillclimb
11011,4,fitness_space_pso_paper,,200,0.1,11,7,4,14,[0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0],StochasticHillclimb
11012,4,fitness_space_pso_paper,,200,0.1,12,7,5,15,[0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0],StochasticHillclimb
11013,4,fitness_space_pso_paper,,200,0.1,13,7,4,14,[0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0],StochasticHillclimb
11014,4,fitness_space_pso_paper,,200,0.1,14,7,5,15,[0 0 0 0 1 0 1 0 0 1 1 0 0 0 1 0],StochasticHillclimb
11015,4,fitness_space_pso_paper,,200,0.1,15,6,6,16,[0 0 0 0 1 0 1 0 0 1 1 0 0 1 1 0],StochasticHillclimb
11016,4,fitness_space_pso_paper,,200,0.1,16,5,5,16,[0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0],StochasticHillclimb
11017,4,fitness_space_pso_paper,,200,0.1,17,6,4,15,[0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0],StochasticHillclimb
11018,4,fitness_space_pso_paper,,200,0.1,18,5,5,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 1 0],StochasticHillclimb
11019,4,fitness_space_pso_paper,,200,0.1,19,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],StochasticHillclimb
12000,4,fitness_space_pso_paper,,200,0.1,0,12,8,13,[1 1 0 1 0 0 1 1 1 1 0 0 0 0 1 0],StochasticHillclimb
12001,4,fitness_space_pso_paper,,200,0.1,1,11,7,13,[1 1 0 1 0 0 1 1 1 1 0 0 0 0 0 0],StochasticHillclimb
12002,4,fitness_space_pso_paper,,200,0.1,2,11,8,14,[1 1 0 1 0 0 1 1 1 1 0 0 1 0 0 0],StochasticHillclimb
12003,4,fitness_space_pso_paper,,200,0.1,3,11,7,13,[1 1 0 1 0 0 0 1 1 1 0 0 1 0 0 0],StochasticHillclimb
12004,4,fitness_space_pso_paper,,200,0.1,4,10,6,13,[1 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0],StochasticHillclimb
12005,4,fitness_space_pso_paper,,200,0.1,5,9,7,15,[1 1 1 1 0 0 0 1 0 1 0 0 1 0 0 0],StochasticHillclimb
12006,4,fitness_space_pso_paper,,200,0.1,6,8,8,16,[1 1 1 1 0 0 0 1 0 1 0 0 1 1 0 0],StochasticHillclimb
12007,4,fitness_space_pso_paper,,200,0.1,7,7,7,16,[1 1 0 1 0 0 0 1 0 1 0 0 1 1 0 0],StochasticHillclimb
12008,4,fitness_space_pso_paper,,200,0.1,8,8,6,15,[1 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0],StochasticHillclimb
12009,4,fitness_space_pso_paper,,200,0.1,9,7,7,16,[1 1 0 1 0 0 0 1 0 1 0 0 1 1 0 0],StochasticHillclimb
12010,4,fitness_space_pso_paper,,200,0.1,10,8,6,15,[1 1 0 1 0 0 0 1 0 1 0 0 0 1 0 0],StochasticHillclimb
12011,4,fitness_space_pso_paper,,200,0.1,11,7,7,16,[1 1 0 1 0 0 0 1 0 1 1 0 0 1 0 0],StochasticHillclimb
12012,4,fitness_space_pso_paper,,200,0.1,12,8,6,15,[1 1 0 1 0 0 0 0 0 1 1 0 0 1 0 0],StochasticHillclimb
12013,4,fitness_space_pso_paper,,200,0.1,13,7,7,16,[1 1 0 1 0 0 0 0 0 1 1 0 0 1 1 0],StochasticHillclimb
12014,4,fitness_space_pso_paper,,200,0.1,14,6,6,16,[1 0 0 1 0 0 0 0 0 1 1 0 0 1 1 0],StochasticHillclimb
12015,4,fitness_space_pso_paper,,200,0.1,15,5,5,16,[0 0 0 1 0 0 0 0 0 1 1 0 0 1 1 0],StochasticHillclimb
12016,4,fitness_space_pso_paper,,200,0.1,16,4,4,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],StochasticHillclimb
13000,4,fitness_space_pso_paper,,200,0.1,0,11,7,13,[0 0 1 1 0 1 0 1 0 0 1 0 1 1 0 0],StochasticHillclimb
13001,4,fitness_space_pso_paper,,200,0.1,1,10,8,15,[0 0 1 1 0 1 0 1 0 1 1 0 1 1 0 0],StochasticHillclimb
13002,4,fitness_space_pso_paper,,200,0.1,2,9,9,16,[0 1 1 1 0 1 0 1 0 1 1 0 1 1 0 0],StochasticHillclimb
13003,4,fitness_space_pso_paper,,200,0.1,3,8,8,16,[0 1 1 1 0 1 0 0 0 1 1 0 1 1 0 0],StochasticHillclimb
13004,4,fitness_space_pso_paper,,200,0.1,4,9,7,15,[0 1 1 1 0 0 0 0 0 1 1 0 1 1 0 0],StochasticHillclimb
13005,4,fitness_space_pso_paper,,200,0.1,5,9,6,14,[0 0 1 1 0 0 0 0 0 1 1 0 1 1 0 0],StochasticHillclimb
13006,4,fitness_space_pso_paper,,200,0.1,6,8,5,14,[0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 0],StochasticHillclimb
13007,4,fitness_space_pso_paper,,200,0.1,7,6,6,16,[0 0 0 1 0 0 0 0 1 1 1 0 1 1 0 0],StochasticHillclimb
13008,4,fitness_space_pso_paper,,200,0.1,8,5,5,16,[0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0],StochasticHillclimb
13009,4,fitness_space_pso_paper,,200,0.1,9,6,4,15,[0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0],StochasticHillclimb
13010,4,fitness_space_pso_paper,,200,0.1,10,5,5,16,[0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0],StochasticHillclimb
13011,4,fitness_space_pso_paper,,200,0.1,11,6,4,15,[0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0],StochasticHillclimb
13012,4,fitness_space_pso_paper,,200,0.1,12,5,5,16,[0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0],StochasticHillclimb
13013,4,fitness_space_pso_paper,,200,0.1,13,6,4,15,[0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0],StochasticHillclimb
13014,4,fitness_space_pso_paper,,200,0.1,14,5,5,16,[0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0],StochasticHillclimb
13015,4,fitness_space_pso_paper,,200,0.1,15,6,4,15,[0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0],StochasticHillclimb
13016,4,fitness_space_pso_paper,,200,0.1,16,5,5,16,[0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0],StochasticHillclimb
13017,4,fitness_space_pso_paper,,200,0.1,17,6,4,15,[0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0],StochasticHillclimb
13018,4,fitness_space_pso_paper,,200,0.1,18,5,5,16,[0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0],StochasticHillclimb
13019,4,fitness_space_pso_paper,,200,0.1,19,6,4,15,[0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0],StochasticHillclimb
13020,4,fitness_space_pso_paper,,200,0.1,20,5,5,16,[0 0 0 1 0 1 0 0 1 1 0 0 0 1 0 0],StochasticHillclimb
13021,4,fitness_space_pso_paper,,200,0.1,21,6,4,15,[0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0],StochasticHillclimb
13022,4,fitness_space_pso_paper,,200,0.1,22,5,5,16,[0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0],StochasticHillclimb
13023,4,fitness_space_pso_paper,,200,0.1,23,6,4,15,[0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0],StochasticHillclimb
13024,4,fitness_space_pso_paper,,200,0.1,24,5,5,16,[0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 0],StochasticHillclimb
13025,4,fitness_space_pso_paper,,200,0.1,25,6,4,15,[0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0],StochasticHillclimb
13026,4,fitness_space_pso_paper,,200,0.1,26,5,5,16,[0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 0],StochasticHillclimb
13027,4,fitness_space_pso_paper,,200,0.1,27,4,4,16,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],StochasticHillclimb
14000,4,fitness_space_pso_paper,,200,0.1,0,12,7,12,[0 0 0 1 1 1 0 0 0 0 1 1 1 0 1 0],StochasticHillclimb
14001,4,fitness_space_pso_paper,,200,0.1,1,11,6,12,[0 0 0 1 0 1 0 0 0 0 1 1 1 0 1 0],StochasticHillclimb
14002,4,fitness_space_pso_paper,,200,0.1,2,9,7,15,[1 0 0 1 0 1 0 0 0 0 1 1 1 0 1 0],StochasticHillclimb
14003,4,fitness_space_pso_paper,,200,0.1,3,8,6,15,[1 0 0 1 0 1 0 0 0 0 1 1 0 0 1 0],StochasticHillclimb
14004,4,fitness_space_pso_paper,,200,0.1,4,7,7,16,[1 0 0 1 0 1 0 0 0 0 1 1 0 0 1 1],StochasticHillclimb
14005,4,fitness_space_pso_paper,,200,0.1,5,8,6,15,[1 0 0 1 0 1 0 0 0 0 1 1 0 0 1 0],StochasticHillclimb
14006,4,fitness_space_pso_paper,,200,0.1,6,7,5,15,[1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0],StochasticHillclimb
14007,4,fitness_space_pso_paper,,200,0.1,7,6,6,16,[1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1],StochasticHillclimb
14008,4,fitness_space_pso_paper,,200,0.1,8,5,5,16,[1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1],StochasticHillclimb
14009,4,fitness_space_pso_paper,,200,0.1,9,6,4,15,[1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0],StochasticHillclimb
14010,4,fitness_space_pso_paper,,200,0.1,10,5,5,16,[1 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0],StochasticHillclimb
14011,4,fitness_space_pso_paper,,200,0.1,11,6,4,15,[0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0],StochasticHillclimb
14012,4,fitness_space_pso_paper,,200,0.1,12,5,5,16,[0 0 0 0 0 0 1 0 0 1 1 1 0 0 1 0],StochasticHillclimb
14013,4,fitness_space_pso_paper,,200,0.1,13,6,4,15,[0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0],StochasticHillclimb
14014,4,fitness_space_pso_paper,,200,0.1,14,5,5,16,[0 0 0 0 0 0 1 0 0 1 1 1 0 0 1 0],StochasticHillclimb
14015,4,fitness_space_pso_paper,,200,0.1,15,6,4,15,[0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0],StochasticHillclimb
14016,4,fitness_space_pso_paper,,200,0.1,16,5,5,16,[0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0],StochasticHillclimb
14017,4,fitness_space_pso_paper,,200,0.1,17,6,4,15,[0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0],StochasticHillclimb
14018,4,fitness_space_pso_paper,,200,0.1,18,5,5,16,[0 0 0 0 0 0 1 0 0 1 1 1 0 0 1 0],StochasticHillclimb
14019,4,fitness_space_pso_paper,,200,0.1,19,6,4,15,[0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0],StochasticHillclimb
14020,4,fitness_space_pso_paper,,200,0.1,20,5,5,16,[0 0 0 0 0 1 1 0 0 1 1 1 0 0 0 0],StochasticHillclimb
14021,4,fitness_space_pso_paper,,200,0.1,21,6,4,15,[0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0],StochasticHillclimb
14022,4,fitness_space_pso_paper,,200,0.1,22,5,5,16,[0 0 0 0 0 1 1 0 0 1 1 1 0 0 0 0],StochasticHillclimb
14023,4,fitness_space_pso_paper,,200,0.1,23,6,4,15,[0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0],StochasticHillclimb
14024,4,fitness_space_pso_paper,,200,0.1,24,5,5,16,[0 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0],StochasticHillclimb
14025,4,fitness_space_pso_paper,,200,0.1,25,6,4,15,[0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0],StochasticHillclimb
14026,4,fitness_space_pso_paper,,200,0.1,26,5,5,16,[0 0 0 0 0 1 1 0 0 1 1 1 0 0 0 0],StochasticHillclimb
14027,4,fitness_space_pso_paper,,200,0.1,27,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],StochasticHillclimb
15000,4,fitness_space_pso_paper,,200,0.1,0,10,6,13,[1 0 0 0 1 0 1 0 0 1 0 0 1 1 0 0],StochasticHillclimb
15001,4,fitness_space_pso_paper,,200,0.1,1,9,5,13,[1 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0],StochasticHillclimb
15002,4,fitness_space_pso_paper,,200,0.1,2,8,4,13,[0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0],StochasticHillclimb
15003,4,fitness_space_pso_paper,,200,0.1,3,7,5,15,[0 0 0 0 0 0 1 0 0 1 1 0 1 1 0 0],StochasticHillclimb
15004,4,fitness_space_pso_paper,,200,0.1,4,7,4,14,[0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0],StochasticHillclimb
15005,4,fitness_space_pso_paper,,200,0.1,5,7,5,15,[0 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0],StochasticHillclimb
15006,4,fitness_space_pso_paper,,200,0.1,6,7,4,14,[0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0],StochasticHillclimb
15007,4,fitness_space_pso_paper,,200,0.1,7,7,5,15,[0 0 1 0 0 0 1 0 0 1 1 0 1 0 0 0],StochasticHillclimb
15008,4,fitness_space_pso_paper,,200,0.1,8,6,6,16,[0 0 1 0 0 1 1 0 0 1 1 0 1 0 0 0],StochasticHillclimb
15009,4,fitness_space_pso_paper,,200,0.1,9,5,5,16,[0 0 0 0 0 1 1 0 0 1 1 0 1 0 0 0],StochasticHillclimb
15010,4,fitness_space_pso_paper,,200,0.1,10,4,4,16,[0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0],StochasticHillclimb
16000,4,fitness_space_pso_paper,,200,0.1,0,11,9,15,[1 0 1 0 1 0 1 0 1 0 1 1 1 1 0 0],StochasticHillclimb
16001,4,fitness_space_pso_paper,,200,0.1,1,10,8,15,[1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 0],StochasticHillclimb
16002,4,fitness_space_pso_paper,,200,0.1,2,9,9,16,[1 0 1 0 1 0 1 1 1 0 1 0 1 1 0 0],StochasticHillclimb
16003,4,fitness_space_pso_paper,,200,0.1,3,10,8,15,[1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 0],StochasticHillclimb
16004,4,fitness_space_pso_paper,,200,0.1,4,10,7,14,[1 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0],StochasticHillclimb
16005,4,fitness_space_pso_paper,,200,0.1,5,9,6,14,[1 0 1 0 1 0 1 0 1 0 0 0 1 0 0 0],StochasticHillclimb
16006,4,fitness_space_pso_paper,,200,0.1,6,9,7,15,[1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 0],StochasticHillclimb
16007,4,fitness_space_pso_paper,,200,0.1,7,8,8,16,[1 1 1 0 1 0 1 0 1 0 1 0 1 0 0 0],StochasticHillclimb
16008,4,fitness_space_pso_paper,,200,0.1,8,7,7,16,[1 1 1 0 0 0 1 0 1 0 1 0 1 0 0 0],StochasticHillclimb
16009,4,fitness_space_pso_paper,,200,0.1,9,6,6,16,[0 1 1 0 0 0 1 0 1 0 1 0 1 0 0 0],StochasticHillclimb
16010,4,fitness_space_pso_paper,,200,0.1,10,7,5,15,[0 0 1 0 0 0 1 0 1 0 1 0 1 0 0 0],StochasticHillclimb
16011,4,fitness_space_pso_paper,,200,0.1,11,6,6,16,[0 0 1 0 0 0 1 1 1 0 1 0 1 0 0 0],StochasticHillclimb
16012,4,fitness_space_pso_paper,,200,0.1,12,7,5,15,[0 0 1 0 0 0 1 1 1 0 0 0 1 0 0 0],StochasticHillclimb
16013,4,fitness_space_pso_paper,,200,0.1,13,6,6,16,[0 0 1 0 0 0 1 1 1 0 1 0 1 0 0 0],StochasticHillclimb
16014,4,fitness_space_pso_paper,,200,0.1,14,7,5,15,[0 0 1 0 0 0 1 1 1 0 0 0 1 0 0 0],StochasticHillclimb
16015,4,fitness_space_pso_paper,,200,0.1,15,6,6,16,[0 0 1 1 0 0 1 1 1 0 0 0 1 0 0 0],StochasticHillclimb
16016,4,fitness_space_pso_paper,,200,0.1,16,7,5,15,[0 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0],StochasticHillclimb
16017,4,fitness_space_pso_paper,,200,0.1,17,6,6,16,[0 0 1 1 0 0 1 0 1 0 0 0 1 0 1 0],StochasticHillclimb
16018,4,fitness_space_pso_paper,,200,0.1,18,7,5,15,[0 0 1 0 0 0 1 0 1 0 0 0 1 0 1 0],StochasticHillclimb
16019,4,fitness_space_pso_paper,,200,0.1,19,6,6,16,[0 0 1 0 0 1 1 0 1 0 0 0 1 0 1 0],StochasticHillclimb
16020,4,fitness_space_pso_paper,,200,0.1,20,7,5,15,[0 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0],StochasticHillclimb
16021,4,fitness_space_pso_paper,,200,0.1,21,6,6,16,[0 0 1 0 0 1 1 0 1 0 0 0 1 0 1 0],StochasticHillclimb
16022,4,fitness_space_pso_paper,,200,0.1,22,7,5,15,[0 0 1 0 0 1 1 0 0 0 0 0 1 0 1 0],StochasticHillclimb
16023,4,fitness_space_pso_paper,,200,0.1,23,6,6,16,[0 0 1 0 0 1 1 1 0 0 0 0 1 0 1 0],StochasticHillclimb
16024,4,fitness_space_pso_paper,,200,0.1,24,5,5,16,[0 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0],StochasticHillclimb
16025,4,fitness_space_pso_paper,,200,0.1,25,6,4,15,[0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0],StochasticHillclimb
16026,4,fitness_space_pso_paper,,200,0.1,26,5,5,16,[0 0 1 0 0 1 1 1 0 0 1 0 0 0 0 0],StochasticHillclimb
16027,4,fitness_space_pso_paper,,200,0.1,27,6,4,15,[0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0],StochasticHillclimb
16028,4,fitness_space_pso_paper,,200,0.1,28,5,5,16,[0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0],StochasticHillclimb
16029,4,fitness_space_pso_paper,,200,0.1,29,6,4,15,[0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0],StochasticHillclimb
16030,4,fitness_space_pso_paper,,200,0.1,30,5,5,16,[0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0],StochasticHillclimb
16031,4,fitness_space_pso_paper,,200,0.1,31,6,4,15,[0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0],StochasticHillclimb
16032,4,fitness_space_pso_paper,,200,0.1,32,5,5,16,[0 0 0 0 0 1 1 1 0 0 1 1 0 0 0 0],StochasticHillclimb
16033,4,fitness_space_pso_paper,,200,0.1,33,4,4,16,[0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0],StochasticHillclimb
17000,4,fitness_space_pso_paper,,200,0.1,0,11,11,16,[1 0 1 1 1 1 0 1 0 0 1 1 0 1 1 1],StochasticHillclimb
17001,4,fitness_space_pso_paper,,200,0.1,1,10,10,16,[1 0 1 1 1 0 0 1 0 0 1 1 0 1 1 1],StochasticHillclimb
17002,4,fitness_space_pso_paper,,200,0.1,2,11,9,15,[1 0 1 1 1 0 0 1 0 0 0 1 0 1 1 1],StochasticHillclimb
17003,4,fitness_space_pso_paper,,200,0.1,3,10,8,15,[1 0 1 1 1 0 0 1 0 0 0 0 0 1 1 1],StochasticHillclimb
17004,4,fitness_space_pso_paper,,200,0.1,4,9,7,15,[1 0 0 1 1 0 0 1 0 0 0 0 0 1 1 1],StochasticHillclimb
17005,4,fitness_space_pso_paper,,200,0.1,5,9,6,14,[1 0 0 1 1 0 0 0 0 0 0 0 0 1 1 1],StochasticHillclimb
17006,4,fitness_space_pso_paper,,200,0.1,6,9,5,13,[1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1],StochasticHillclimb
17007,4,fitness_space_pso_paper,,200,0.1,7,9,6,14,[1 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1],StochasticHillclimb
17008,4,fitness_space_pso_paper,,200,0.1,8,9,7,15,[1 1 0 0 1 0 0 0 0 0 0 0 1 1 1 1],StochasticHillclimb
17009,4,fitness_space_pso_paper,,200,0.1,9,9,6,14,[1 1 0 0 1 0 0 0 0 0 0 0 1 0 1 1],StochasticHillclimb
17010,4,fitness_space_pso_paper,,200,0.1,10,9,5,13,[1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1],StochasticHillclimb
17011,4,fitness_space_pso_paper,,200,0.1,11,8,6,15,[1 0 0 0 1 0 0 0 0 0 1 0 1 0 1 1],StochasticHillclimb
17012,4,fitness_space_pso_paper,,200,0.1,12,7,7,16,[1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 1],StochasticHillclimb
17013,4,fitness_space_pso_paper,,200,0.1,13,8,6,15,[1 0 0 0 1 0 0 0 0 0 1 0 1 0 1 1],StochasticHillclimb
17014,4,fitness_space_pso_paper,,200,0.1,14,7,7,16,[1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 1],StochasticHillclimb
17015,4,fitness_space_pso_paper,,200,0.1,15,8,6,15,[1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0],StochasticHillclimb
17016,4,fitness_space_pso_paper,,200,0.1,16,7,7,16,[1 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0],StochasticHillclimb
17017,4,fitness_space_pso_paper,,200,0.1,17,8,6,15,[1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0],StochasticHillclimb
17018,4,fitness_space_pso_paper,,200,0.1,18,7,7,16,[1 0 1 0 1 0 0 0 0 1 1 0 1 0 1 0],StochasticHillclimb
17019,4,fitness_space_pso_paper,,200,0.1,19,8,6,15,[1 0 0 0 1 0 0 0 0 1 1 0 1 0 1 0],StochasticHillclimb
17020,4,fitness_space_pso_paper,,200,0.1,20,7,7,16,[1 0 0 0 1 0 0 0 0 1 1 0 1 1 1 0],StochasticHillclimb
17021,4,fitness_space_pso_paper,,200,0.1,21,8,6,15,[1 0 0 0 1 0 0 0 0 1 1 0 1 0 1 0],StochasticHillclimb
17022,4,fitness_space_pso_paper,,200,0.1,22,8,5,14,[1 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0],StochasticHillclimb
17023,4,fitness_space_pso_paper,,200,0.1,23,8,6,15,[1 0 0 0 1 0 1 0 0 0 1 0 1 0 1 0],StochasticHillclimb
17024,4,fitness_space_pso_paper,,200,0.1,24,8,5,14,[0 0 0 0 1 0 1 0 0 0 1 0 1 0 1 0],StochasticHillclimb
17025,4,fitness_space_pso_paper,,200,0.1,25,8,6,15,[0 0 0 0 1 1 1 0 0 0 1 0 1 0 1 0],StochasticHillclimb
17026,4,fitness_space_pso_paper,,200,0.1,26,7,7,16,[1 0 0 0 1 1 1 0 0 0 1 0 1 0 1 0],StochasticHillclimb
17027,4,fitness_space_pso_paper,,200,0.1,27,8,6,15,[1 0 0 0 1 0 1 0 0 0 1 0 1 0 1 0],StochasticHillclimb
17028,4,fitness_space_pso_paper,,200,0.1,28,7,7,16,[1 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0],StochasticHillclimb
17029,4,fitness_space_pso_paper,,200,0.1,29,6,6,16,[1 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0],StochasticHillclimb
17030,4,fitness_space_pso_paper,,200,0.1,30,5,5,16,[0 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0],StochasticHillclimb
17031,4,fitness_space_pso_paper,,200,0.1,31,4,4,16,[0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0],StochasticHillclimb
